listing_name,city,locality,property_type,bhk,carpet_area_sqft,price_inr,price_per_sqft_calc,baths,has_balcony
"Varadharajapuram, Chennai",Chennai,Varadharajapuram,Apartment,3.0,1200,5000000.0,4166.666666666667,3,1
Blossom Apartment,Chennai,St Thomas Mount,Apartment,2.0,874,5700000.0,6521.739130434783,3,0
"Annai Arul Park View Apartment,Rajakilpakkam, Chennai",Chennai,Rajakilpakkam,Apartment,2.0,1000,8400000.0,8400.0,3,0
Saradeuz Acropolis,Chennai,Sithalapakkam,Apartment,3.0,1129,5600000.0,4960.141718334809,3,1
 Saideep Residency,Chennai,Koyambedu,Apartment,2.0,920,6500000.0,7065.217391304348,3,1
"Madambakkam, Chennai",Chennai,Madambakkam,Apartment,2.0,773,4000000.0,5174.6442432082795,2,1
Optima Upgrade,Chennai,Avadi,Apartment,2.0,915,4500000.0,4918.0327868852455,3,1
Adithi Homes,Chennai,Maduravoyal,Apartment,2.0,840,5600000.0,6666.666666666667,3,0
"Ananthamaya apartment,Bhavani Nagar, Pozhichalur,Chennai",Chennai,Pozhichalur,Apartment,2.0,2400,3300000.0,1375.0,4,1
Sudharshan Homes,Chennai,Velachery,Apartment,2.0,1152,10400000.0,9027.777777777777,3,0
"Manthope Colony, Ashok Nagar,Chennai",Chennai,Ashok Nagar,Apartment,2.0,960,10500000.0,10937.5,3,1
"Manthope Colony, Ashok Nagar,Chennai",Chennai,Ashok Nagar,Apartment,2.0,960,10500000.0,10937.5,3,1
Adithi Homes,Chennai,Maduravoyal,Apartment,2.0,855,5500000.0,6432.748538011696,3,0
Adithi Homes,Chennai,Maduravoyal,Apartment,2.0,890,5500000.0,6179.775280898876,3,1
Krishna Flats,Chennai,Virugambakkam,Apartment,2.0,1365,11500000.0,8424.908424908424,3,0
"Yesodha Court,Vandalur R.F., Chennai",Chennai,Vandalur R.F.,Apartment,2.0,1010,3333000.0,3300.0,3,1
Vijay Raja Classic,Chennai,Kolapakkam - Vandalur,Villa,3.0,1734,11000000.0,6343.713956170704,3,1
"English county,Vengambakkam, Chennai",Chennai,Vengambakkam,Villa,3.0,1645,8600000.0,5227.963525835867,3,1
"Vengambakkam, Chennai",Chennai,Vengambakkam,Villa,3.0,1850,9300000.0,5027.027027027027,3,1
"ASK DREAM HOMES ,Mudichur, Chennai",Chennai,Mudichur,Apartment,2.0,830,3300000.0,3975.9036144578313,3,0
Newry Triton,Chennai,Avadi,Apartment,3.0,1403,6800000.0,4846.7569493941555,3,1
"Gowri Garden,Kanathur, Uthandi,Chennai",Chennai,Uthandi,Apartment,2.0,965,4900000.0,5077.720207253886,3,0
"Duraisamy Nagar, Kotturpuram,Chennai",Chennai,Kotturpuram,Apartment,3.0,1840,24000000.0,13043.478260869566,3,1
 Signet Shalom,Chennai,Kodambakkam,Apartment,2.0,916,8500000.0,9279.475982532751,3,0
"Guduvancheri, Chennai",Chennai,Guduvancheri,Apartment,2.0,814,2900000.0,3562.653562653563,3,0
"HI FI Enclave,VGN Nagar, Iyyappanthangal,Chennai",Chennai,Iyyappanthangal,Apartment,3.0,1350,9891000.0,7326.666666666667,3,0
Amarprakash Temple Waves,Chennai,Thandalam,Apartment,3.0,911,5111000.0,5610.318331503842,3,0
"Alangar,Tambaram East, Chennai",Chennai,Tambaram East,Apartment,2.0,905,9900000.0,10939.226519337017,3,1
Sai Empire Villas,Chennai,Karanai Puthuchery,Apartment,2.0,850,3500000.0,4117.64705882353,3,0
"Maraimalai Nagar, Chennai",Chennai,Maraimalai Nagar,Villa,2.0,1200,4600000.0,3833.3333333333335,3,1
Ashwanth Vedas,Chennai,Kolathur,Apartment,2.0,1150,7400000.0,6434.782608695652,3,1
 Ganpati Pearl by Om Access Realty Pvt. Ltd,Chennai,Medavakkam,Apartment,2.0,1000,7500000.0,7500.0,3,0
SBN Sree Bhoomi Neela Enclave,Chennai,Siruseri,Apartment,2.0,830,4500000.0,5421.686746987952,3,0
Narmada Apartment,Chennai,Anna Nagar,Apartment,2.0,857,8900000.0,10385.064177362894,3,1
"Siddharth Sriyaji apartments,Choolai, Chennai",Chennai,Choolai,Apartment,2.0,1150,10000000.0,8695.652173913044,3,0
Srikaram Shubhadhi,Chennai,Senganmal,Apartment,2.0,1060,4200000.0,3962.264150943396,3,1
"Karunakaran Enclave,Jagannathan Colony, Perambur,Chennai",Chennai,Perambur,Apartment,2.0,944,12000000.0,12711.864406779661,3,0
Vaikund Sundaram by Vaikund Estates,Chennai,Karapakkam,Apartment,2.0,1240,7000000.0,5645.1612903225805,3,0
CasaGrand Castle,Chennai,Kolapakkam,Apartment,2.0,941,8500000.0,9032.943676939427,3,0
"Aquasphere,Semmanjeri, Semmancheri,Chennai",Chennai,Semmancheri,Apartment,2.0,1150,5400000.0,4695.652173913043,3,1
Arun Excello Compact Homes Sankara by Arun Excello Homes Pvt Ltd,Chennai,Mambakkam-Chengalpattu,Apartment,2.0,625,3100000.0,4960.0,2,1
"CTO colony ,Tambaram Mount, West Tambaram,Chennai",Chennai,West Tambaram,Villa,2.0,1200,7500000.0,6250.0,3,0
The Nest Njoy,Chennai,Kanathur Reddikuppam,Apartment,2.0,710,4700000.0,6619.718309859155,2,1
Viswak Meadow Lands,Chennai,Maduravoyal,Apartment,2.0,801,7800000.0,9737.827715355805,3,0
"Panchayat Colony, Pammal,Chennai",Chennai,Pammal,Apartment,2.0,850,6500000.0,7647.058823529412,3,1
"Arjunamedu, Thiruverkkadu,Chennai",Chennai,Thiruverkkadu,Villa,6.0,2800,17000000.0,6071.428571428572,4,1
Arun Excello Compact Homes Sankara,Chennai,Mambakkam-Chengalpattu,Apartment,2.0,625,3125000.0,5000.0,2,0
VGN Coasta,Chennai,Muttukadu,Apartment,3.0,1540,13000000.0,8441.558441558442,3,0
"Pranav Foundations,Girigori Nagar, Manapakkam,Chennai",Chennai,Manapakkam,Apartment,3.0,1365,7000000.0,5128.205128205128,3,1
"R D Appartment,Kamakshi Nagar, Anakaputhur,Chennai",Chennai,Anakaputhur,Apartment,2.0,1250,6400000.0,5120.0,3,1
"VOC Nagar, Pammal,Chennai",Chennai,Pammal,Apartment,2.0,840,5200000.0,6190.476190476191,3,0
XS Real En Veedu,Chennai,Perumanttunallur,Apartment,1.0,486,2100000.0,4320.9876543209875,2,1
Radiance Ivy Terrace,Chennai,Egattur,Apartment,2.0,1439,7600000.0,5281.445448227936,3,0
"Kamaraj Nagar, Perungudi,Chennai",Chennai,Perungudi,Apartment,2.0,1080,7000000.0,6481.481481481482,3,0
Jain Jains Anumita,Chennai,Perungudi,Apartment,2.0,1105,7200000.0,6515.837104072398,3,1
Hansa Pearl,Chennai,Bharathi Nagar,Apartment,3.0,1309,7200000.0,5500.381970970207,3,1
VGN Platina,Chennai,Ayappakkam,Apartment,2.0,777,4000000.0,5148.005148005148,2,1
"Royal nest apartment chrompet ,Thiruneermalai, Chennai",Chennai,Thiruneermalai,Apartment,2.0,1640,7500000.0,4573.170731707317,3,1
Casa Grande Miro,Chennai,Adhanur,Apartment,2.0,917,5500000.0,5997.818974918212,3,1
"Own building ,Ramakrishna Puram, West Mambalam,Chennai",Chennai,West Mambalam,Apartment,8.0,3700,45000000.0,12162.162162162162,3,1
XS Real En Veedu,Chennai,Perumanttunallur,Apartment,1.0,486,2050000.0,4218.106995884774,2,0
DABC Freesia Garden,Chennai,Ponmar,Apartment,2.0,659,2800000.0,4248.86191198786,2,0
"Yasodha Court,Vandalur R.F., Chennai",Chennai,Vandalur R.F.,Apartment,2.0,1010,3333000.0,3300.0,3,1
"ORAGADAM,Gandhi Nagar, Oragadam Ambattur,Chennai",Chennai,Oragadam Ambattur,Apartment,3.0,1859,8000000.0,4303.388918773534,3,1
Ganesh,Chennai,Chembarambakkam,Apartment,2.0,1042,3400000.0,3262.9558541266792,3,0
"DSP ICON,Sithalapakkam, Chennai",Chennai,Sithalapakkam,Apartment,1.0,502,2800000.0,5577.689243027889,2,0
Amarprakash Temple Waves,Chennai,Thandalam,Apartment,3.0,1050,4100000.0,3904.7619047619046,3,1
"Evergreen Royal Bloom Apartments ,Vandalur R.F., Chennai",Chennai,Vandalur R.F.,Apartment,2.0,827,3400000.0,4111.24546553809,3,0
"Lakshmipuram, Chromepet,Chennai",Chennai,Chromepet,Independent House,2.0,750,7000000.0,9333.333333333334,2,1
Asset ATH Sigma by Asset Tree Homes,Chennai,Anna Nagar West,Apartment,3.0,1100,9500000.0,8636.363636363636,3,1
"Hananya Homes,Kelambakkam, Chennai",Chennai,Kelambakkam,Apartment,2.0,873,4200000.0,4810.996563573884,3,0
"SUBHA FLATS MEDAVAKKAM,Ranganathapuram, Medavakkam,Chennai",Chennai,Medavakkam,Apartment,3.0,1035,5700000.0,5507.246376811594,3,0
VGN Imperia,Chennai,Thiruverkkadu,Apartment,2.0,1066,5500000.0,5159.474671669794,3,1
MM M M Manhattan by M. M Corporation Builders and Developers,Chennai,Jalladian Pet,Apartment,3.0,1207,6500000.0,5385.252692626346,3,0
Dream Veppampattu Villas,Chennai,Veppampattu,Villa,2.0,999,3900000.0,3903.903903903904,3,1
"KK Nagar, Mangadu,Chennai",Chennai,Mangadu,Independent House,2.0,1200,7300000.0,6083.333333333333,3,1
Dream Veppampattu Villas,Chennai,Veppampattu,Independent House,1.0,680,2700000.0,3970.5882352941176,2,0
Kala Flats,Chennai,KK Nagar,Apartment,2.0,831,9500000.0,11432.009626955476,3,0
"Dev appartments puzuthivakkam ,Puzhuthivakkam, Madipakkam,Chennai",Chennai,Madipakkam,Apartment,3.0,1000,9900000.0,9900.0,3,1
JS Guduvancherry KJ Nagar,Chennai,Madambakkam,Apartment,3.0,693,3440000.0,4963.924963924964,2,1
"Padhuvancherry, Madambakkam,Chennai",Chennai,Madambakkam,Apartment,2.0,832,4200000.0,5048.076923076923,3,0
PS Nexterra ,Chennai,Sithalapakkam,Apartment,3.0,1405,7500000.0,5338.078291814946,3,0
"Brics ambattur,Vivek Nagar, Ambattur,Chennai",Chennai,Ambattur,Apartment,2.0,865,5100000.0,5895.953757225434,3,0
"Janaki Flats,Perungalathur, Chennai",Chennai,Perungalathur,Apartment,2.0,936,7000000.0,7478.6324786324785,3,0
"Natesan Nagar, Madhavaram,Chennai",Chennai,Madhavaram,Villa,2.0,1100,4700000.0,4272.727272727273,3,1
Appaswamy Mapleton,Chennai,Pallikaranai,Apartment,3.0,1346,9000000.0,6686.478454680535,3,1
Mahalakshmi Subramani Apartments,Chennai,Saidapet,Apartment,2.0,700,6000000.0,8571.42857142857,2,0
"Balaji Nagar, Perungalathur,Chennai",Chennai,Perungalathur,Apartment,2.0,834,4500000.0,5395.6834532374105,3,0
Viva City,Chennai,Iyyapa Nagar,Apartment,2.0,619,2850000.0,4604.200323101777,2,0
"Maraimalai Nagar, Chennai",Chennai,Maraimalai Nagar,Villa,2.0,800,3600000.0,4500.0,5,0
Tulip Apartment,Chennai,Nungambakkam,Apartment,2.0,1150,13500000.0,11739.130434782608,3,0
Visoka Aakaash,Chennai,Pozhichalur,Apartment,2.0,898,3900000.0,4342.984409799555,3,0
S Promoters Avadi,Chennai,Avadi,Apartment,2.0,700,3800000.0,5428.571428571428,2,1
Man Pearl Reside,Chennai,Choolaimedu,Apartment,3.0,1260,11000000.0,8730.15873015873,3,1
VGN Dynasty,Chennai,Avadi,Apartment,2.0,735,3000000.0,4081.6326530612246,2,0
"Parthasarathy Puram, T Nagar,Chennai",Chennai,T Nagar,Apartment,2.0,990,11500000.0,11616.161616161617,3,1
"Thirumangalam, Anna Nagar West,Chennai",Chennai,Anna Nagar West,Apartment,2.0,890,10700000.0,12022.47191011236,3,1
"Thirumangalam, Anna Nagar West,Chennai",Chennai,Anna Nagar West,Apartment,2.0,890,10700000.0,12022.47191011236,3,0
Casagrand Bellissimo,Chennai,Pazhavanthangal,Apartment,2.0,595,7330000.0,12319.327731092437,2,1
"Shiradi,Shakthi Nagar, Kodambakkam,Chennai",Chennai,Kodambakkam,Apartment,2.0,1170,12000000.0,10256.410256410256,3,0
 Sembakkam Village,Chennai,Sembakkam,Apartment,2.0,913,5300000.0,5805.038335158817,3,0
"Suyambu Ganapathi Apartment,CIT Nagar, Chennai",Chennai,CIT Nagar,Apartment,2.0,1300,19400000.0,14923.076923076924,3,0
Macro Marvel Projects Builders Riverview County Phase I,Chennai,Kilpauk,Apartment,2.0,970,5800000.0,5979.381443298969,3,1
Guru Royal Palace Apartments,Chennai,Madipakkam,Apartment,2.0,755,5950000.0,7880.794701986755,2,0
 Selaiyur,Chennai,Selaiyur,Apartment,2.0,840,4500000.0,5357.142857142857,3,0
"Murugan Nagar, Kolathur,Chennai",Chennai,Kolathur,Apartment,2.0,656,4000000.0,6097.5609756097565,2,1
"Korattur Tank, Korattur,Chennai",Chennai,Korattur,Apartment,2.0,656,3800000.0,5792.682926829269,2,1
Dream Veppampattu Villas,Chennai,Veppampattu,Villa,2.0,950,3900000.0,4105.263157894737,3,0
"Happy Homes Nangallur,I Cross Extension, Nanganallur,Chennai",Chennai,Nanganallur,Apartment,2.0,650,6773999.999999999,10421.538461538461,2,1
Jaya Jayaswathy Prasanna Lakshmi Flats,Chennai,Villivakkam,Apartment,2.0,778,5900000.0,7583.547557840617,2,1
Akshaya Level Up,Chennai,Nungambakkam,Apartment,3.0,2700,47000000.0,17407.40740740741,4,1
"Kamaraj Nagar, Choolaimedu,Chennai",Chennai,Choolaimedu,Independent House,3.0,7094,70000000.0,9867.493656611221,1,1
"Bhuvana enclave,Sadasivam Nagar, Madipakkam,Chennai",Chennai,Madipakkam,Apartment,2.0,920,4800000.0,5217.391304347826,3,1
"Prashanthi avanue Ayapakkam,Teachers Colony, Ambattur,Chennai",Chennai,Ambattur,Villa,2.0,1075,6200000.0,5767.441860465116,3,1
"KG Royal Palm, Kilpauk",Chennai,Kilpauk,Independent House,6.0,2500,25000000.0,10000.0,4,1
Avigna Celeste,Chennai,Mahindra World City,Villa,2.0,1000,2900000.0,2900.0,3,0
"Sendhur tower alwarpet ,Sri Ram Nagar, Alwarpet,Chennai",Chennai,Alwarpet,Apartment,3.0,1350,16000000.0,11851.851851851852,3,1
"Veppampattu, Chennai",Chennai,Veppampattu,Independent House,2.0,900,3400000.0,3777.777777777778,3,1
Shamim Foundations Gandhinagar,Chennai,Urapakkam,Apartment,2.0,660,2700000.0,4090.909090909091,2,0
"Guduvancheri, Chennai",Chennai,Guduvancheri,Independent House,2.0,1577,6000000.0,3804.6924540266327,3,0
"NEW CONSTRUCTION,Pallikaranai, Chennai",Chennai,Pallikaranai,Apartment,2.0,800,5800000.0,7250.0,2,1
Manju Green Spot Thiruninravur,Chennai,Thirunindravur,Independent House,2.0,850,4200000.0,4941.176470588235,3,1
Sri SDB Shubham,Chennai,Rajakilpakkam,Apartment,1.0,510,3000000.0,5882.35294117647,2,1
"Rajnis Gopala ,Avvai Nagar, Choolaimedu,Chennai",Chennai,Choolaimedu,Apartment,2.0,828,6000000.0,7246.376811594203,3,1
Prince Ratnapuri Garden Residency,Chennai,George Town,Apartment,3.0,1100,9000000.0,8181.818181818182,3,1
Dream Veppampattu Villas,Chennai,Veppampattu,Villa,2.0,872,3500000.0,4013.761467889908,3,0
"Prakash Nagar, Ponniammanmedu,Chennai",Chennai,Ponniammanmedu,Independent House,3.0,1000,12500000.0,12500.0,3,1
Dream Veppampattu Villas,Chennai,Veppampattu,Villa,2.0,888,3850000.0,4335.585585585585,3,0
"Naveen Builders,Rajakilpakkam, Chennai",Chennai,Rajakilpakkam,Apartment,2.0,880,4500000.0,5113.636363636364,3,1
"Potheri,SRM Nagar, Kattankulathur,Chennai",Chennai,Kattankulathur,Independent House,2.0,700,3300000.0,4714.285714285715,2,1
DHS Pioni,Chennai,Perumbakkam,Apartment,1.0,1100,6000000.0,5454.545454545455,3,0
"Surya Nagar, Kotturpuram,Chennai",Chennai,Kotturpuram,Apartment,2.0,858,8500000.0,9906.759906759908,3,0
"Sakthi Avenue, Gerugambakkam,Chennai",Chennai,Gerugambakkam,Independent House,2.0,1100,6800000.0,6181.818181818182,3,1
"Veppampattu, Chennai",Chennai,Veppampattu,Villa,3.0,1500,6450000.0,4300.0,3,1
Dream Veppampattu Villas,Chennai,Veppampattu,Independent House,2.0,900,3300000.0,3666.6666666666665,3,0
Navin South Terrace,Chennai,Choolaimedu,Apartment,2.0,1500,6000000.0,4000.0,3,0
Madras Golden Paradise,Chennai,Tharapakkam,Independent House,2.0,790,4000000.0,5063.291139240507,2,1
"Ambiente paradise ,Mel Ayanambakkam, Kil Ayanambakkam,Chennai",Chennai,Kil Ayanambakkam,Apartment,2.0,1047,5500000.0,5253.104106972301,3,0
"Adharsh shelter,Tiru Vi Ka Nagar, Perambur,Chennai",Chennai,Perambur,Apartment,2.0,750,5000000.0,6666.666666666667,2,0
"Purasawalkam, Chennai",Chennai,Purasawalkam,Apartment,3.0,2500,20000000.0,8000.0,4,1
Dream Veppampattu Villas,Chennai,Veppampattu,Villa,2.0,999,4000000.0,4004.004004004004,3,0
"Marya Nivas hr sec school ,Prem Nagar, Pozhichalur,Chennai",Chennai,Pozhichalur,Apartment,2.0,991,4000000.0,4036.326942482341,3,0
XS Real Vibe,Chennai,Pallikaranai,Apartment,3.0,1136,6000000.0,5281.69014084507,3,1
"Ganga foundation ,Periyar Nagar, Perambur,Chennai",Chennai,Perambur,Apartment,2.0,747,5200000.0,6961.178045515395,2,0
"Veppampattu, Chennai",Chennai,Veppampattu,Independent House,2.0,1096,3900000.0,3558.394160583942,3,1
"Parthasarathy Puram, T Nagar,Chennai",Chennai,T Nagar,Apartment,3.0,1100,11000000.0,10000.0,3,0
"Ambattur, Chennai",Chennai,Ambattur,Apartment,2.0,839,5200000.0,6197.854588796186,3,0
Sekaran Grandium,Chennai,Perumbakkam,Apartment,2.0,905,4600000.0,5082.8729281767955,3,0
"Mahalakshmi Nagar, Adambakkam,Chennai",Chennai,Adambakkam,Apartment,2.0,810,6500000.0,8024.691358024691,3,1
"durga appartment,Gowrivakkam, Sembakkam,Chennai",Chennai,Sembakkam,Apartment,2.0,1100,4500000.0,4090.909090909091,3,0
"Kayarambedu,Iyyapa Nagar, Chennai",Chennai,Iyyapa Nagar,Independent House,2.0,1100,5300000.0,4818.181818181818,3,0
"Sembiyan, Perambur,Chennai",Chennai,Perambur,Independent House,7.0,3600,22500000.0,6250.0,1,1
Vijayalakshmi Flats,Chennai,Nanmangalam,Apartment,2.0,869,3750000.0,4315.304948216341,3,1
"Maritime enclave ,Sembakkam, Chennai",Chennai,Sembakkam,Apartment,2.0,771,4500000.0,5836.575875486381,2,0
"Deepa Flats,Medavakkam, Chennai",Chennai,Medavakkam,Apartment,3.0,1110,5994000.0,5400.0,3,0
Casa Grande Novus,Chennai,CIT Nagar,Apartment,3.0,768,16900000.0,22005.208333333332,2,1
"Sampoorna villa,Guduvancheri, Chennai",Chennai,Guduvancheri,Villa,3.0,1250,6000000.0,4800.0,3,0
XS Real Symphony,Chennai,Padur,Apartment,3.0,1720,8800000.0,5116.279069767442,3,1
"Annamalai Colony, Saligramam,Chennai",Chennai,Saligramam,Apartment,1.0,500,3000000.0,6000.0,2,1
"Guru Swamy Nagar, Anakaputhur,Chennai",Chennai,Anakaputhur,Independent House,2.0,650,7900000.0,12153.846153846154,2,0
 Sembakkam,Chennai,Sembakkam,Apartment,2.0,1025,4900000.0,4780.487804878048,3,0
"Akarsh flats,Anthony Nagar, Kolathur,Chennai",Chennai,Kolathur,Apartment,2.0,932,6500000.0,6974.248927038627,3,0
"Kandigai, Chennai",Chennai,Kandigai,Independent House,2.0,1050,4200000.0,4000.0,3,1
"Madambakkam, Chennai",Chennai,Madambakkam,Independent House,2.0,900,3700000.0,4111.111111111111,3,1
"Kolapakkam,Vandalur, Chennai",Chennai,Vandalur,Apartment,3.0,1300,4800000.0,3692.3076923076924,3,1
"Amaze Yazhini Park ,Vandalur R.F., Chennai",Chennai,Vandalur R.F.,Villa,3.0,1300,7770000.0,5976.923076923077,3,0
Arun Excello Atana by Arun Excello Homes Pvt Ltd,Chennai,Mambakkam-Chengalpattu,Apartment,1.0,500,2100000.0,4200.0,2,1
Alraza Primrose Apartments,Chennai,Thiruverkkadu,Apartment,2.0,1000,7900000.0,7900.0,3,1
"Buvanaenclave,Sadasivam Nagar, Madipakkam,Chennai",Chennai,Madipakkam,Apartment,2.0,920,4750000.0,5163.04347826087,3,0
"Vandalur R.F., Chennai",Chennai,Vandalur R.F.,Villa,3.0,1300,7300000.0,5615.384615384615,3,0
"Prc alagan apartments,Sembiyan, Perambur,Chennai",Chennai,Perambur,Apartment,2.0,693,4500000.0,6493.506493506494,2,0
"BRICS CONSTRUCTION,TNHB Colony, Villivakkam,Chennai",Chennai,Villivakkam,Apartment,2.0,900,6444000.0,7160.0,3,0
Praney Square,Chennai,Thiruthavali,Villa,2.0,882,3100000.0,3514.739229024943,3,1
MAV ROYAL SQUARE,Chennai,Sembakkam,Apartment,3.0,900,5800000.0,6444.444444444444,3,0
"Peravallur, Perambur,Chennai",Chennai,Perambur,Apartment,2.0,968,6800000.0,7024.793388429752,3,0
"SVC villa central poonamallee,Poonamallee, Chennai",Chennai,Poonamallee,Villa,2.0,850,4900000.0,5764.705882352941,3,1
"Deepakam Manor,Tambaram Mount, Tambaram,Chennai",Chennai,Tambaram,Apartment,2.0,871,4600000.0,5281.285878300803,3,0
Jayanthi Flats,Chennai,Perumbakkam,Apartment,2.0,1093,5500000.0,5032.021957913998,3,0
"Urapakkam, Chennai",Chennai,Urapakkam,Apartment,2.0,953,3800000.0,3987.408184679958,3,0
"Kundrathur, Chennai",Chennai,Kundrathur,Independent House,3.0,1600,7400000.0,4625.0,3,0
"yesh homes,Nemilichery, Chromepet,Chennai",Chennai,Chromepet,Apartment,1.0,556,2800000.0,5035.971223021583,2,1
Haappy Home My World by Haappy home Construction Builders,Chennai,Madambakkam,Apartment,2.0,978,5800000.0,5930.470347648262,3,0
Asset Dev,Chennai,Pammal,Apartment,1.0,498,2500000.0,5020.080321285141,2,0
"Gowri Garden,Kanathur Reddikuppam, Chennai",Chennai,Kanathur Reddikuppam,Apartment,2.0,965,4900000.0,5077.720207253886,3,0
Sai Empire Villas,Chennai,Karanai Puthuchery,Villa,3.0,1200,6000000.0,5000.0,3,0
"Manohar Nagar extension,Kaietha Milleth Nagar, Pallikaranai,Chennai",Chennai,Pallikaranai,Apartment,2.0,741,3535000.0,4770.580296896086,2,0
"SVAGATA,Ramakrishna Nagar, Raja Annamalai Puram,Chennai",Chennai,Raja Annamalai Puram,Apartment,3.0,1962,39000000.0,19877.675840978594,3,1
"Malangananda Puram, Pallavaram,Chennai",Chennai,Pallavaram,Apartment,2.0,779,5357000.0,6876.765083440308,2,0
"Ss tares,Subbarayan Nagar, Teynampet,Chennai",Chennai,Teynampet,Apartment,2.0,880,11000000.0,12500.0,3,0
Oliyas Green Court,Chennai,Medavakkam,Apartment,2.0,1008,4800000.0,4761.9047619047615,3,0
"Dharan Singh Colony, Vadapalani,Chennai",Chennai,Vadapalani,Independent House,4.0,2400,49900000.0,20791.666666666668,4,1
 Elegance,Chennai,Medavakkam,Apartment,2.0,975,5700000.0,5846.153846153846,3,0
" Akshara apartment ,Tambaram East, Chennai",Chennai,Tambaram East,Apartment,2.0,969,6500000.0,6707.946336429309,3,0
"BRICS CONSTRUCTION,Ambattur, Chennai",Chennai,Ambattur,Villa,3.0,1440,8000000.0,5555.555555555556,3,1
"ADHITHIYA VARMAN VENTURES,Lalitha Nagar, Thiruvanmiyur,Chennai",Chennai,Thiruvanmiyur,Apartment,3.0,1575,24200000.0,15365.079365079366,3,1
"Madambakkam, Chennai",Chennai,Madambakkam,Independent House,2.0,770,4800000.0,6233.766233766234,2,0
"Aquasphere,Semmanjeri, Semmancheri,Chennai",Chennai,Semmancheri,Apartment,2.0,1200,5600000.0,4666.666666666667,3,0
"evs park,Srinivasapuram, Iyyappanthangal,Chennai",Chennai,Iyyappanthangal,Apartment,2.0,934,4900000.0,5246.252676659529,3,0
 Golden Jubilee Apartment,Chennai,Anna Nagar West,Apartment,3.0,915,9999000.0,10927.868852459016,3,1
"Padur, Chennai",Chennai,Padur,Apartment,2.0,1345,5200000.0,3866.171003717472,3,1
Amarprakash Temple Waves,Chennai,Thandalam,Apartment,1.0,606,2500000.0,4125.412541254125,2,0
Adithi Homes,Chennai,Maduravoyal,Apartment,2.0,840,5500000.0,6547.619047619048,3,0
"Building ,Sembiyan, Perambur,Chennai",Chennai,Perambur,Apartment,2.0,1200,8000000.0,6666.666666666667,3,0
JS Guduvancherry KJ Nagar,Chennai,Madambakkam,Villa,2.0,750,3650000.0,4866.666666666667,2,0
"Sreenithi APPARTMENTS ,Paraniputhur, Iyyappanthangal,Chennai",Chennai,Iyyappanthangal,Apartment,3.0,1062,5301000.0,4991.525423728814,3,0
Signature Oaklyn,Chennai,Gerugambakkam,Apartment,3.0,1202,7200000.0,5990.016638935108,3,1
"Pallikaranai, Chennai",Chennai,Pallikaranai,Villa,3.0,1200,10000000.0,8333.333333333334,3,1
Jain West Minster,Chennai,Saligramam,Apartment,3.0,1385,15000000.0,10830.324909747293,3,1
"VNR Apartments 11TH WEST STREET METHA NAGAR KUNDRATHUR,Kundrathur, Chennai",Chennai,Kundrathur,Apartment,2.0,911,3800000.0,4171.240395170143,3,0
"Avadi, Chennai",Chennai,Avadi,Independent House,2.0,650,6000000.0,9230.76923076923,2,0
"Melakottaiyur police housing,Melakottaiyur, Chennai",Chennai,Melakottaiyur,Apartment,2.0,850,3300000.0,3882.3529411764707,3,1
